!TRNS	TRNSID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	NAMEISTAXABLE	ADDR1	ADDR2	ADDR3	ADDR4	DUEDATE	TERMS	PAID
!SPL	SPLID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	PRICE	INVITEM	PAYMETH	TAXABLE	VALADJ	TAXCODE	TAXAMOUNT	TAXITEM
!ENDTRNS																
TRNS	3076	TAX INVOICE	02/28/13	Accounts Receivable	"Yachting Victoria"	0.00	9900787022813	9900787						03/28/13		
SPL	3077	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3078	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3080	TAX INVOICE	02/28/13	Accounts Receivable	"The Pines Shopping Centre"	108.96	9900788022813	9900788						03/28/13		
SPL	3081	TAX INVOICE	02/28/13	Conferencing		-99.05			99.05	Conferencing		Y		GST	-9.91	GST
SPL	3082	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3084	TAX INVOICE	02/28/13	Accounts Receivable	"Hender Consulting"	0.00	9900789022813	9900789						03/28/13		
SPL	3085	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3086	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3088	TAX INVOICE	02/28/13	Accounts Receivable	"Homelessness NSW"	268.29	9900790022813	9900790						03/28/13		
SPL	3089	TAX INVOICE	02/28/13	Conferencing		-243.90			243.90	Conferencing		Y		GST	-24.39	GST
SPL	3090	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3092	TAX INVOICE	02/28/13	Accounts Receivable	"Path independent"	0.00	9900791022813	9900791						03/28/13		
SPL	3093	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3094	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3096	TAX INVOICE	02/28/13	Accounts Receivable	"Cancer Society NZ (CWD)-  Closed Account"	0.00	9900792022813	9900792						03/28/13		
SPL	3097	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3098	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3100	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Data Services"	0.00	9900793022813	9900793						03/28/13		
SPL	3101	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3102	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3104	TAX INVOICE	02/28/13	Accounts Receivable	"Veterinary Business Solution Australia"	0.00	9900794022813	9900794						03/28/13		
SPL	3105	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3106	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3108	TAX INVOICE	02/28/13	Accounts Receivable	"Rural Doctors Association of Queensland"	879.48	9900795022813	9900795						03/28/13		
SPL	3109	TAX INVOICE	02/28/13	Conferencing		-799.53			799.53	Conferencing		Y		GST	-79.95	GST
SPL	3110	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3112	TAX INVOICE	02/28/13	Accounts Receivable	"Financial Services Institute of Australas"	0.00	9900796022813	9900796						03/28/13		
SPL	3113	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3114	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3116	TAX INVOICE	02/28/13	Accounts Receivable	"Yachting Queensland"	103.11	9900797022813	9900797						03/28/13		
SPL	3117	TAX INVOICE	02/28/13	Conferencing		-93.74			93.74	Conferencing		Y		GST	-9.37	GST
SPL	3118	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3120	TAX INVOICE	02/28/13	Accounts Receivable	"Australian College of Mental Health Nurse"	233.92	9900798022813	9900798						03/28/13		
SPL	3121	TAX INVOICE	02/28/13	Conferencing		-197.65			197.65	Conferencing		Y		GST	-19.77	GST
SPL	3122	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	3124	TAX INVOICE	02/28/13	Accounts Receivable	"Toner Express  Asia Pty  Ltd "	0.00	9900799022813	9900799						03/28/13		
SPL	3125	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3126	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3128	TAX INVOICE	02/28/13	Accounts Receivable	"Milk Crate Theatre"	0.00	9900800022813	9900800						03/28/13		
SPL	3129	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3130	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3132	TAX INVOICE	02/28/13	Accounts Receivable	"Tactical Solutions"	0.00	9900801022813	9900801						03/28/13		
SPL	3133	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3134	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3136	TAX INVOICE	02/28/13	Accounts Receivable	"The Ninja Report"	0.00	9900802022813	9900802						03/28/13		
SPL	3137	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3138	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3140	TAX INVOICE	02/28/13	Accounts Receivable	"Institute of Automotive Mechanical Engine"	115.68	9900803022813	9900803						03/28/13		
SPL	3141	TAX INVOICE	02/28/13	Conferencing		-105.16			105.16	Conferencing		Y		GST	-10.52	GST
SPL	3142	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3144	TAX INVOICE	02/28/13	Accounts Receivable	"Yachting WA Inc"	0.00	9900804022813	9900804						03/28/13		
SPL	3145	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3146	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3148	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Association for Bush Adventure"	34.97	9900805022813	9900805						03/28/13		
SPL	3149	TAX INVOICE	02/28/13	Conferencing		-31.79			31.79	Conferencing		Y		GST	-3.18	GST
SPL	3150	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3152	TAX INVOICE	02/28/13	Accounts Receivable	"Australian College of Veterinary Scientis"	0.00	9900806022813	9900806						03/28/13		
SPL	3153	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3154	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3156	TAX INVOICE	02/28/13	Accounts Receivable	"Westerm Audio Visual Events"	0.00	9900807022813	9900807						03/28/13		
SPL	3157	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3158	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3160	TAX INVOICE	02/28/13	Accounts Receivable	"Western Audio Visual Events"	0.00	9900808022813	9900808						03/28/13		
SPL	3161	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3162	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3164	TAX INVOICE	02/28/13	Accounts Receivable	"Physiocare Townsville"	0.00	9900809022813	9900809						03/28/13		
SPL	3165	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3166	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3168	TAX INVOICE	02/28/13	Accounts Receivable	"Association of Heads of  Independent Girl"	0.00	9900810022813	9900810						03/28/13		
SPL	3169	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3170	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3172	TAX INVOICE	02/28/13	Accounts Receivable	"General Practice Registrars Australia"	0.00	9900811022813	9900811						03/28/13		
SPL	3173	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3174	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3176	TAX INVOICE	02/28/13	Accounts Receivable	"APPN"	0.00	9900812022813	9900812						03/28/13		
SPL	3177	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3178	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3180	TAX INVOICE	02/28/13	Accounts Receivable	"Intelligent Information Conference"	0.00	9900813022813	9900813						03/28/13		
SPL	3181	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3182	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3184	TAX INVOICE	02/28/13	Accounts Receivable	"Bundaberg Fruit & Vegetable Growers Co-op"	0.00	9900814022813	9900814						03/28/13		
SPL	3185	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3186	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3188	TAX INVOICE	02/28/13	Accounts Receivable	"Strata Community Australia"	575.67	9900815022813	9900815						03/28/13		
SPL	3189	TAX INVOICE	02/28/13	Conferencing		-523.34			523.34	Conferencing		Y		GST	-52.33	GST
SPL	3190	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3192	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Health Services Research Insti"	2034.40	9900816022813	9900816						03/28/13		
SPL	3193	TAX INVOICE	02/28/13	Conferencing		-1804.45			1804.45	Conferencing		Y		GST	-180.45	GST
SPL	3194	TAX INVOICE	02/28/13	Other Income		-45.00			45.00	Other Income		Y		GST	-4.50	GST
ENDTRNS																
TRNS	3196	TAX INVOICE	02/28/13	Accounts Receivable	"WetlandCare Australia"	0.00	9900817022813	9900817						03/28/13		
SPL	3197	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3198	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3200	TAX INVOICE	02/28/13	Accounts Receivable	"Occupational Therapy Australia"	1027.10	9900818022813	9900818						03/28/13		
SPL	3201	TAX INVOICE	02/28/13	Conferencing		-903.73			903.73	Conferencing		Y		GST	-90.37	GST
SPL	3202	TAX INVOICE	02/28/13	Other Income		-30.00			30.00	Other Income		Y		GST	-3.00	GST
ENDTRNS																
TRNS	3204	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Institute of Conveyancers NSW "	0.00	9900819022813	9900819						03/28/13		
SPL	3205	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3206	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3208	TAX INVOICE	02/28/13	Accounts Receivable	"Southern Cross Community Housing"	183.06	9900820022813	9900820						03/28/13		
SPL	3209	TAX INVOICE	02/28/13	Conferencing		-166.42			166.42	Conferencing		Y		GST	-16.64	GST
SPL	3210	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3212	TAX INVOICE	02/28/13	Accounts Receivable	"Christian Witness to Israel"	0.00	9900821022813	9900821						03/28/13		
SPL	3213	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3214	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3216	TAX INVOICE	02/28/13	Accounts Receivable	"Social Ventures Australia"	0.00	9900822022813	9900822						03/28/13		
SPL	3217	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3218	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3220	TAX INVOICE	02/28/13	Accounts Receivable	"Centre for Research on Ageing Health and "	135.61	9900823022813	9900823						03/28/13		
SPL	3221	TAX INVOICE	02/28/13	Conferencing		-123.28			123.28	Conferencing		Y		GST	-12.33	GST
SPL	3222	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3224	TAX INVOICE	02/28/13	Accounts Receivable	"Develop Beyond"	0.00	9900824022813	9900824						03/28/13		
SPL	3225	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3226	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3228	TAX INVOICE	02/28/13	Accounts Receivable	"Real Estate Institute of Victoria"	0.00	9900825022813	9900825						03/28/13		
SPL	3229	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3230	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3232	TAX INVOICE	02/28/13	Accounts Receivable	"Macarthur Disability Services"	0.00	9900826022813	9900826						03/28/13		
SPL	3233	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3234	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3236	TAX INVOICE	02/28/13	Accounts Receivable	"Philanthropy Australia"	764.30	9900827022813	9900827						03/28/13		
SPL	3237	TAX INVOICE	02/28/13	Conferencing		-694.82			694.82	Conferencing		Y		GST	-69.48	GST
SPL	3238	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3240	TAX INVOICE	02/28/13	Accounts Receivable	"Unitus Group"	0.00	9900828022813	9900828						03/28/13		
SPL	3241	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3242	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3244	TAX INVOICE	02/28/13	Accounts Receivable	"Wunan Foundation Inc"	126.92	9900829022813	9900829						03/28/13		
SPL	3245	TAX INVOICE	02/28/13	Conferencing		-115.38			115.38	Conferencing		Y		GST	-11.54	GST
SPL	3246	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3248	TAX INVOICE	02/28/13	Accounts Receivable	"Edwards Solar Hot Water"	0.00	9900830022813	9900830						03/28/13		
SPL	3249	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3250	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3252	TAX INVOICE	02/28/13	Accounts Receivable	"Ord Land and Water"	5.53	9900831022813	9900831						03/28/13		
SPL	3253	TAX INVOICE	02/28/13	Conferencing		-5.03			5.03	Conferencing		Y		GST	-0.50	GST
SPL	3254	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3256	TAX INVOICE	02/28/13	Accounts Receivable	"Child Care NSW"	0.00	9900832022813	9900832						03/28/13		
SPL	3257	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3258	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3260	TAX INVOICE	02/28/13	Accounts Receivable	"Corey McKernan Ultimate Events"	0.00	9900833022813	9900833						03/28/13		
SPL	3261	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3262	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3264	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Association of National Advert"	182.39	9900835022813	9900835						03/28/13		
SPL	3265	TAX INVOICE	02/28/13	Conferencing		-165.81			165.81	Conferencing		Y		GST	-16.58	GST
SPL	3266	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3268	TAX INVOICE	02/28/13	Accounts Receivable	"Audit Bureaux of Australia"	209.92	9900836022813	9900836						03/28/13		
SPL	3269	TAX INVOICE	02/28/13	Conferencing		-190.84			190.84	Conferencing		Y		GST	-19.08	GST
SPL	3270	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3272	TAX INVOICE	02/28/13	Accounts Receivable	"Epic Employment Service Inc."	1128.03	9900837022813	9900837						03/28/13		
SPL	3273	TAX INVOICE	02/28/13	Conferencing		-1025.48			1025.48	Conferencing		Y		GST	-102.55	GST
SPL	3274	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3276	TAX INVOICE	02/28/13	Accounts Receivable	"GALVANIZERS ASSOCIATION OF AUSTRALIA"	0.00	9900838022813	9900838						03/28/13		
SPL	3277	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3278	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3280	TAX INVOICE	02/28/13	Accounts Receivable	"Azure Group Pty Ltd"	483.03	9900839022813	9900839						03/28/13		
SPL	3281	TAX INVOICE	02/28/13	Conferencing		-439.12			439.12	Conferencing		Y		GST	-43.91	GST
SPL	3282	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3284	TAX INVOICE	02/28/13	Accounts Receivable	"Smithink 2020"	0.00	9900840022813	9900840						03/28/13		
SPL	3285	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3286	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3288	TAX INVOICE	02/28/13	Accounts Receivable	"McLean Care Ltd"	31.42	9900841022813	9900841						03/28/13		
SPL	3289	TAX INVOICE	02/28/13	Conferencing		-28.56			28.56	Conferencing		Y		GST	-2.86	GST
SPL	3290	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3292	TAX INVOICE	02/28/13	Accounts Receivable	"Flinders & Far North Division of General "	0.00	9900842022813	9900842						03/28/13		
SPL	3293	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3294	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3296	TAX INVOICE	02/28/13	Accounts Receivable	"College of Law QLD"	0.00	9900843022813	9900843						03/28/13		
SPL	3297	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3298	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3300	TAX INVOICE	02/28/13	Accounts Receivable	"Family Planning Queensland"	0.00	9900844022813	9900844						03/28/13		
SPL	3301	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3302	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3304	TAX INVOICE	02/28/13	Accounts Receivable	"Australasian Spa Association Limited"	0.00	9900845022813	9900845						03/28/13		
SPL	3305	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3306	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3308	TAX INVOICE	02/28/13	Accounts Receivable	"Epilepsy Queensland Inc"	0.00	9900846022813	9900846						03/28/13		
SPL	3309	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3310	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3312	TAX INVOICE	02/28/13	Accounts Receivable	"North West Tasmania Autism Specific Early"	0.00	9900847022813	9900847						03/28/13		
SPL	3313	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3314	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3316	TAX INVOICE	02/28/13	Accounts Receivable	"Quay Consulting Pty Ltd"	119.74	9900848022813	9900848						03/28/13		
SPL	3317	TAX INVOICE	02/28/13	Conferencing		-108.85			108.85	Conferencing		Y		GST	-10.89	GST
SPL	3318	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3320	TAX INVOICE	02/28/13	Accounts Receivable	"Victorian Association for Environmental E"	0.00	9900849022813	9900849						03/28/13		
SPL	3321	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3322	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3324	TAX INVOICE	02/28/13	Accounts Receivable	"EABSIV "	0.00	9900850022813	9900850						03/28/13		
SPL	3325	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3326	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3328	TAX INVOICE	02/28/13	Accounts Receivable	"Epilepsy Action Australia"	528.09	9900851022813	9900851						03/28/13		
SPL	3329	TAX INVOICE	02/28/13	Conferencing		-465.08			465.08	Conferencing		Y		GST	-46.51	GST
SPL	3330	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	3332	TAX INVOICE	02/28/13	Accounts Receivable	"Hootville Communications"	0.00	9900852022813	9900852						03/28/13		
SPL	3333	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3334	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3336	TAX INVOICE	02/28/13	Accounts Receivable	"National Baking Industry Association"	0.00	9900853022813	9900853						03/28/13		
